domain,perm_idx,null_mean_diff_late,null_interaction_late_vs_early,null_interaction_late_vs_mid
external_lung,0,-0.0025163837795879143,-0.007052127306695235,-0.0011064550595719738
external_lung,1,-0.0006491617176428525,0.0018822260433451017,0.004259108212248887
external_lung,2,-0.002602584709451341,7.393156851882377e-05,0.0026095205397534678
external_lung,3,-0.006788194919283591,-0.005199553343758832,-0.014183207402402042
external_lung,4,-0.002075414606680879,-0.0008628405525368901,-0.006376250652896107
external_lung,5,0.0009514190099150129,0.0004346354456655488,-0.0037109179488632924
external_lung,6,0.005622786214662584,0.002647737575717115,0.008470028335775323
external_lung,7,0.005029918044700867,0.005251888978098704,0.006744850024745665
external_lung,8,-0.004622694283106567,-0.00031536472547918915,-0.00645538144870412
external_lung,9,-0.00024610421204437904,0.0024253322056885887,0.0018657395764459148
external_lung,10,0.004056213385486664,0.005220236719270456,-0.002557140024898588
external_lung,11,0.002549311240574087,0.003241236840625337,0.004777650776908273
external_lung,12,-0.005908975963868533,-0.010693437328494936,-0.007037481099094902
external_lung,13,-0.004118802991490376,-0.0050630664398162535,-0.010827672381077541
external_lung,14,0.004904716552952225,0.004200187828752043,0.0021649588790276513
external_lung,15,-0.005079929095516901,-0.006491770262694568,-0.003577348487946469
external_lung,16,0.004559210174285243,0.005712617626437905,-0.005320204980255232
external_lung,17,-0.012140323091920082,-0.011006975571955171,-0.014487274483062484
external_lung,18,-0.001920102358594698,-0.0030443287754084543,0.0020932845399502884
external_lung,19,0.005389545781693307,0.006471290682188111,0.004734230956355287
external_lung,20,0.0013727883057090366,0.002466332174961959,0.0025288937349870573
external_lung,21,1.4558033281643809e-05,0.002641927017924049,-0.00020928216554193707
external_lung,22,0.0017240624061049814,0.004913615316742661,-0.00505392334700519
external_lung,23,4.48666403680964e-05,-0.0023612399108324154,0.002018626096480375
external_lung,24,0.0014001640927063335,0.001458793957164186,-0.00032757333511173226
external_lung,25,-0.0027090234083033036,-0.0024901237515974526,-0.00035211265734209473
external_lung,26,0.002578057340677148,0.000813172526788188,0.0012981759288120491
external_lung,27,-0.003936303524762458,-0.004100484935717658,-0.004761905248101411
external_lung,28,-7.422951333833454e-06,-0.0006012551345179658,-0.00343464777213386
external_lung,29,-0.0038655459556375484,-0.0034822666500652815,-0.006837085087037888
external_lung,30,-0.0048295749758421975,-0.004547563163237595,-0.009239034381105876
external_lung,31,0.006146186025449187,0.007251645967515753,0.0037560516227086722
external_lung,32,-0.008154144543512182,-0.006641435686009898,-0.005708649610219061
external_lung,33,-0.0007484768185152627,-0.0020845495703814463,0.0032307673979428413
external_lung,34,0.0030719705774539066,0.003120553181081037,0.0073379260948742975
external_lung,35,-0.0016759101968877772,0.0030544813754196654,-0.004937826527800143
external_lung,36,-0.002051862043014339,-0.0024630289264849503,0.0028965360653106045
external_lung,37,0.005498917283808459,0.00884446947057361,0.004590327465649144
external_lung,38,-0.004638543406629826,-0.0019005715551702698,-0.008273275536030309
external_lung,39,-0.0030293488076271837,-0.007412191903051915,-0.00919924800503307
external_lung,40,-0.004015612581232776,-0.008055269621752709,-0.0035777059565495575
external_lung,41,0.005017317209771971,0.004874834421809295,0.0015746963011245099
external_lung,42,0.0071939129423032695,0.009382653579476125,0.009916031547719853
external_lung,43,0.0046389298257343,0.007306515257327775,0.0030650969446980774
external_lung,44,-0.004945711593444933,-0.006166369568032025,-0.004144164923354038
external_lung,45,0.00019393071895700462,0.00015612902564152153,0.007205796019044983
external_lung,46,0.0016524567897779434,-0.0027062851305450775,0.005095077698425404
external_lung,47,0.007967250356784536,0.006719143711862209,-0.003748477085407053
external_lung,48,0.010110770008346084,0.008030081137214606,0.014507003829854436
external_lung,49,0.004009450623264993,0.0034354164676625907,0.005498319549072826
external_lung,50,-0.0010914073847823151,-0.0020158339841981807,-5.654469592737232e-05
external_lung,51,-0.0036019709014562993,-0.005201064055901197,-0.008950327073977313
external_lung,52,0.004910878510920008,0.008331944235482511,0.0034932659703964253
external_lung,53,0.0056235266885693675,0.008917092174267754,0.010289528656980768
external_lung,54,0.004145568494508765,0.005351146677777169,0.007704685151000118
external_lung,55,0.011414107746829744,0.013494984822802397,0.008070242227319549
external_lung,56,0.0004858659101506975,0.00518514276107615,0.005724463165702973
external_lung,57,0.003536783203311439,0.004673843719658076,0.0008826768926175899
external_lung,58,0.0009401325700553279,-0.0024461494251013793,0.007929390750027993
external_lung,59,-0.0010411605380415874,-0.0005821128171578371,-0.005202158594963266
external_lung,60,0.0013240581768150887,0.0012489915277175967,0.0005711188396339274
external_lung,61,-0.00032221012793562376,0.0024026258950107884,-0.0026085583408804827
external_lung,62,-0.0024250537303524278,-0.0032234496708580715,-0.0031810078341641492
external_lung,63,0.0012630096059048728,0.0015012270671678856,0.007002693614505183
external_lung,64,0.0038019457482016683,0.004330792478319255,0.0016524224299259613
external_lung,65,-0.004399862145919281,-0.006969047567053457,-0.014279277300459756
external_lung,66,0.004291691505618135,0.0035833117952784595,0.004269903566936101
external_lung,67,-0.0010295359729441678,0.0033347892985220173,0.0007553493504106519
external_lung,68,0.0036858091305989327,0.0016882237338494976,0.0003557838532660764
external_lung,69,0.00016775949435527773,-0.00224379241823063,-0.0047663570726725795
external_lung,70,-0.0006751938900395327,-0.001416339239192238,-0.0011944358443460403
external_lung,71,0.004359459192414307,0.008458306737055749,0.006212842125409614
external_lung,72,0.0046817683171503826,0.004471438433785714,0.003470306576223667
external_lung,73,-0.004483328123268432,-0.007408744216873367,-0.009921496426710207
external_lung,74,-0.00030332062785382957,-0.0031993737080041698,0.008920020062340986
external_lung,75,0.0069427135505762865,0.007144598440462344,0.004100315493337456
external_lung,76,-0.004072062509009923,-0.00833707520278525,-0.006412997676658714
external_lung,77,-0.00022936058570350673,0.0007218987334979554,-0.009242481132740574
external_lung,78,-0.0012887797052020162,-0.002200858057983081,-0.008467864193007943
external_lung,79,-0.00033461311211560596,1.4465192874448419e-05,0.0031582238951986066
external_lung,80,-0.007967250356784536,-0.003457937694886475,-0.006684354178288878
external_lung,81,-0.005295128075606513,-0.005253512977968454,-0.009413071282864643
external_lung,82,-0.007677866802116508,-0.008491497692086836,-0.0070481721915182
external_lung,83,0.003157404351731369,0.0020126967705714482,0.0002957907324370643
external_lung,84,-0.004246858535594561,-0.0008350257926169522,-0.009761955583481724
external_lung,85,-0.0018931129907018747,-0.0006690169834749256,-0.001098727569614183
external_lung,86,0.00319423905614886,0.004899082990831055,-0.0020550551145354554
external_lung,87,-0.004888867429428965,-0.006645076274455366,-0.008368128961639309
external_lung,88,0.0027600107289508144,-0.0010864529271247905,0.0025995237994687523
external_lung,89,-0.006285552185287323,-0.004945373569767514,-0.00807685173474281
external_lung,90,-0.005893126840345274,-0.005173964167760661,0.002901050944748711
external_lung,91,0.002976071923553545,0.002757172266847694,0.0038547142718958483
external_lung,92,0.006130336901925927,0.004949108544547877,0.015615377964636534
external_lung,93,0.00127789561401138,-0.003096713005967819,-0.004263873932320241
external_lung,94,-0.006780049235903612,-0.00698366649079334,-0.006550753988621122
external_lung,95,-0.0061016155925839215,-0.003789480580200575,-0.013469000511434615
external_lung,96,-0.0020605285985743718,-0.0028454261733483104,-0.0032719903395010868
external_lung,97,0.0019063640220839857,-9.122137466544933e-05,0.004735195288718731
external_lung,98,0.004118802991490376,0.006399840957896428,0.0011493620362253158
external_lung,99,-0.0012810762650587355,-0.002690718591916728,-0.0013119045332520007
external_lung,100,0.0019337398090812825,0.0025456879616476227,0.0029348575270616755
external_lung,101,0.00934317803585256,0.007454205061675869,0.007672410378422635
external_lung,102,-0.00030332062785382957,0.002607600645813326,0.003799226491556868
external_lung,103,0.009512228620449453,0.007652620711660646,0.020869201037816594
external_lung,104,-0.0008967808848032813,-0.00439346446967484,0.00397660851629362
external_lung,105,0.0041939445686004035,0.003283132671733959,0.0025231769111704796
external_lung,106,0.010836985353436421,0.012677638582636864,0.010757833753577648
external_lung,107,-0.008175739109023186,-0.006581532421248455,-0.009384364135604034
external_lung,108,0.004248853014202053,0.0027968938234920098,0.005796317768679384
external_lung,109,0.0025419308218619465,0.0025691145816130094,0.004737638608598817
external_lung,110,-0.005126077491009619,-0.006740038838971331,-0.00013083214454298608
external_lung,111,-0.0012887797052020162,-0.00021114066836083745,-0.009932813842872285
external_lung,112,-0.0005739038489537366,0.0017313350119221582,-0.0020636876932506876
external_lung,113,0.005765071296241088,0.0062577536853888425,0.007547771815305091
external_lung,114,0.003560975860963591,0.005455494727068735,0.00013602726858353686
external_lung,115,-0.002662263791933082,-0.0049472050114953234,0.00014683023005839435
external_lung,116,0.0018763693643610024,0.0012533561458379638,0.0022435935751129177
external_lung,117,-0.003970772467924127,0.0021081465509303994,0.004160169603820993
external_lung,118,-0.0018625340631255038,-0.0028229321608828164,0.005415434374232429
external_lung,119,-0.0005377773301385355,-0.0033271484720326094,0.0010340482013696437
external_lung,120,-0.002325622530865462,-0.0027869353211170955,-0.0021538190434521967
