domain,perm_idx,null_top1,null_mutual_top1,null_edge_transfer_auc
external_lung,0,0.010714285714285714,0.010714285714285714,0.501614924109499
external_lung,1,0.0035714285714285713,0.0035714285714285713,0.4903839438037992
external_lung,2,0.007142857142857143,0.007142857142857143,0.49574374270050053
external_lung,3,0.0,0.0,0.5264424843472615
external_lung,4,0.0035714285714285713,0.0035714285714285713,0.5044742933112746
external_lung,5,0.007142857142857143,0.007142857142857143,0.5113481974373785
external_lung,6,0.010714285714285714,0.010714285714285714,0.49106356023047437
external_lung,7,0.010714285714285714,0.010714285714285714,0.5177307613586741
external_lung,8,0.0,0.0,0.5041858055519621
external_lung,9,0.007142857142857143,0.007142857142857143,0.47906611349898
external_lung,10,0.0035714285714285713,0.0035714285714285713,0.4929760822390537
external_lung,11,0.0035714285714285713,0.0035714285714285713,0.48653703545119786
external_lung,12,0.0,0.0,0.48726645397527024
external_lung,13,0.0,0.0,0.47403610166187166
external_lung,14,0.0,0.0,0.508489435578254
external_lung,15,0.007142857142857143,0.007142857142857143,0.5087633471139381
external_lung,16,0.0,0.0,0.5087420901211467
external_lung,17,0.007142857142857143,0.007142857142857143,0.5031685066112285
external_lung,18,0.007142857142857143,0.007142857142857143,0.5143594023019501
external_lung,19,0.0,0.0,0.49706410562417513
external_lung,20,0.0035714285714285713,0.0035714285714285713,0.5020837926362133
external_lung,21,0.010714285714285714,0.010714285714285714,0.48878966934444046
external_lung,22,0.0035714285714285713,0.0035714285714285713,0.5079768383806544
external_lung,23,0.0035714285714285713,0.0035714285714285713,0.4883511679502853
external_lung,24,0.0035714285714285713,0.0035714285714285713,0.5046261289740708
external_lung,25,0.0035714285714285713,0.0035714285714285713,0.5078590139063247
external_lung,26,0.007142857142857143,0.007142857142857143,0.4942551458624478
external_lung,27,0.0035714285714285713,0.0035714285714285713,0.49393689831322724
external_lung,28,0.007142857142857143,0.007142857142857143,0.5138984292297012
external_lung,29,0.007142857142857143,0.007142857142857143,0.48655889978664046
external_lung,30,0.0,0.0,0.5149497393589012
external_lung,31,0.0035714285714285713,0.0035714285714285713,0.48116083830291456
external_lung,32,0.007142857142857143,0.007142857142857143,0.49707564513454766
external_lung,33,0.0035714285714285713,0.0035714285714285713,0.49662681891532245
external_lung,34,0.0035714285714285713,0.0035714285714285713,0.4949311182332159
external_lung,35,0.010714285714285714,0.010714285714285714,0.4883305183001451
external_lung,36,0.0035714285714285713,0.0035714285714285713,0.4912682347039235
external_lung,37,0.0035714285714285713,0.0035714285714285713,0.4858713879055
external_lung,38,0.0035714285714285713,0.0035714285714285713,0.4936101479668902
external_lung,39,0.0,0.0,0.5171367802458159
external_lung,40,0.007142857142857143,0.007142857142857143,0.5130973442727891
external_lung,41,0.0035714285714285713,0.0035714285714285713,0.5010373412482227
external_lung,42,0.0,0.0,0.4973465199569759
external_lung,43,0.0035714285714285713,0.0035714285714285713,0.5272210976260798
external_lung,44,0.0,0.0,0.525422148693272
external_lung,45,0.007142857142857143,0.007142857142857143,0.4999155793714854
external_lung,46,0.0035714285714285713,0.0035714285714285713,0.4916824423920311
external_lung,47,0.007142857142857143,0.007142857142857143,0.4762425775136242
external_lung,48,0.0035714285714285713,0.0035714285714285713,0.47789637155279907
external_lung,49,0.0,0.0,0.48995576723471423
external_lung,50,0.0035714285714285713,0.0035714285714285713,0.5024700625623665
external_lung,51,0.014285714285714285,0.014285714285714285,0.5160878994872207
external_lung,52,0.010714285714285714,0.010714285714285714,0.49465963606813657
external_lung,53,0.0,0.0,0.49263779238234406
external_lung,54,0.02142857142857143,0.02142857142857143,0.47525928976135684
external_lung,55,0.0,0.0,0.5138862823766776
external_lung,56,0.0035714285714285713,0.0035714285714285713,0.5094344607434967
external_lung,57,0.0,0.0,0.5075820656573846
external_lung,58,0.0035714285714285713,0.0035714285714285713,0.5135929358761556
external_lung,59,0.0035714285714285713,0.0035714285714285713,0.4864750865007771
external_lung,60,0.010714285714285714,0.010714285714285714,0.5071818268502541
external_lung,61,0.0035714285714285713,0.0035714285714285713,0.4899837049966687
external_lung,62,0.0035714285714285713,0.0035714285714285713,0.4857177302147503
external_lung,63,0.0,0.0,0.5004603657295976
external_lung,64,0.0035714285714285713,0.0035714285714285713,0.4946821077462304
external_lung,65,0.0035714285714285713,0.0035714285714285713,0.5122586040715036
external_lung,66,0.0035714285714285713,0.0035714285714285713,0.501848751030205
external_lung,67,0.0035714285714285713,0.0035714285714285713,0.4987974615506551
external_lung,68,0.0035714285714285713,0.0035714285714285713,0.49584942032180657
external_lung,69,0.0,0.0,0.4765328873008903
external_lung,70,0.007142857142857143,0.007142857142857143,0.49120385638289793
external_lung,71,0.0,0.0,0.4906044091861791
external_lung,72,0.0035714285714285713,0.0035714285714285713,0.4989128566543801
external_lung,73,0.0,0.0,0.49337024761967224
external_lung,74,0.0035714285714285713,0.0035714285714285713,0.49779534617620097
external_lung,75,0.0,0.0,0.5162330543808537
external_lung,76,0.0,0.0,0.49178872735598844
external_lung,77,0.007142857142857143,0.007142857142857143,0.4979362496712758
external_lung,78,0.0035714285714285713,0.0035714285714285713,0.5107299226184728
external_lung,79,0.0,0.0,0.49827332484268305
external_lung,80,0.0,0.0,0.5085890397730481
external_lung,81,0.007142857142857143,0.007142857142857143,0.5003729083878272
external_lung,82,0.0,0.0,0.4892469983607822
external_lung,83,0.0035714285714285713,0.0035714285714285713,0.5189345144933214
external_lung,84,0.0,0.0,0.5087335873240301
external_lung,85,0.0035714285714285713,0.0035714285714285713,0.525066853242329
external_lung,86,0.014285714285714285,0.014285714285714285,0.5292222916617321
external_lung,87,0.0,0.0,0.5179815938736132
external_lung,88,0.0,0.0,0.478825605809111
external_lung,89,0.0035714285714285713,0.0035714285714285713,0.5043224576484786
external_lung,90,0.0035714285714285713,0.0035714285714285713,0.4855665018946054
external_lung,91,0.007142857142857143,0.007142857142857143,0.4786895610552457
external_lung,92,0.007142857142857143,0.007142857142857143,0.4920535287519047
external_lung,93,0.010714285714285714,0.010714285714285714,0.48127319669338364
external_lung,94,0.0,0.0,0.4910732777128934
external_lung,95,0.007142857142857143,0.007142857142857143,0.48146815368441376
external_lung,96,0.0035714285714285713,0.0035714285714285713,0.5011618464917156
external_lung,97,0.0035714285714285713,0.0035714285714285713,0.5096209149374102
external_lung,98,0.0035714285714285713,0.0035714285714285713,0.5023291590672917
external_lung,99,0.014285714285714285,0.014285714285714285,0.4955657913037035
external_lung,100,0.0035714285714285713,0.0035714285714285713,0.5011290499885516
external_lung,101,0.014285714285714285,0.014285714285714285,0.5152922806141691
external_lung,102,0.0035714285714285713,0.0035714285714285713,0.47839074847086305
external_lung,103,0.0035714285714285713,0.0035714285714285713,0.5074229418827744
external_lung,104,0.0,0.0,0.4938573364259221
external_lung,105,0.0035714285714285713,0.0035714285714285713,0.5107918715688936
external_lung,106,0.0,0.0,0.4945825035514362
external_lung,107,0.0,0.0,0.5034181244408652
external_lung,108,0.007142857142857143,0.007142857142857143,0.5078365422282308
external_lung,109,0.007142857142857143,0.007142857142857143,0.5231476504645867
external_lung,110,0.007142857142857143,0.007142857142857143,0.4885783141018283
external_lung,111,0.010714285714285714,0.010714285714285714,0.4828486435305557
external_lung,112,0.0035714285714285713,0.0035714285714285713,0.5005684727215085
external_lung,113,0.010714285714285714,0.010714285714285714,0.5183095589052527
external_lung,114,0.0035714285714285713,0.0035714285714285713,0.4960127954949751
external_lung,115,0.0035714285714285713,0.0035714285714285713,0.4948485196326549
external_lung,116,0.010714285714285714,0.010714285714285714,0.4869639973349805
external_lung,117,0.0035714285714285713,0.0035714285714285713,0.5113670250595652
external_lung,118,0.0035714285714285713,0.0035714285714285713,0.4841520008599972
external_lung,119,0.007142857142857143,0.007142857142857143,0.46890952234322514
external_lung,120,0.0035714285714285713,0.0035714285714285713,0.49462683956497255
external_lung,121,0.0,0.0,0.48032877887079206
external_lung,122,0.0,0.0,0.5153730571867767
external_lung,123,0.0035714285714285713,0.0035714285714285713,0.518089700865524
external_lung,124,0.0,0.0,0.5063424793063175
external_lung,125,0.0035714285714285713,0.0035714285714285713,0.5001797734247505
external_lung,126,0.0035714285714285713,0.0035714285714285713,0.4927513654581155
external_lung,127,0.0035714285714285713,0.0035714285714285713,0.5054217478471221
external_lung,128,0.007142857142857143,0.007142857142857143,0.5038839562543235
external_lung,129,0.0035714285714285713,0.0035714285714285713,0.5073203009747242
external_lung,130,0.0035714285714285713,0.0035714285714285713,0.49691226996137905
external_lung,131,0.0035714285714285713,0.0035714285714285713,0.4968084143680266
external_lung,132,0.0035714285714285713,0.0035714285714285713,0.48114140333807665
external_lung,133,0.007142857142857143,0.007142857142857143,0.5259717937925936
external_lung,134,0.0035714285714285713,0.0035714285714285713,0.5060460960925396
