domain,seed_tag,split_regime,layer,perm_idx,null_tier_gap_high_minus_low
external_lung,seed42_main,source_disjoint,0,0,-9.913551574014523e-05
external_lung,seed42_main,source_disjoint,0,1,0.0012320179687496102
external_lung,seed42_main,source_disjoint,0,2,-3.892759001500323e-05
external_lung,seed42_main,source_disjoint,0,3,0.0019895984879014783
external_lung,seed42_main,source_disjoint,0,4,0.0018538141978549083
external_lung,seed42_main,source_disjoint,0,5,0.00562568267886443
external_lung,seed42_main,source_disjoint,0,6,-0.0005268250803747154
external_lung,seed42_main,source_disjoint,0,7,0.0014237110796208041
external_lung,seed42_main,source_disjoint,0,8,-0.0032015017419082525
external_lung,seed42_main,source_disjoint,0,9,0.001096191842501426
external_lung,seed42_main,source_disjoint,0,10,0.0003652694363714959
external_lung,seed42_main,source_disjoint,0,11,0.0012194365202874424
external_lung,seed42_main,source_disjoint,0,12,-0.0013084089287666023
external_lung,seed42_main,source_disjoint,0,13,0.0025958253014958244
external_lung,seed42_main,source_disjoint,0,14,-0.00011088583080531844
external_lung,seed42_main,source_disjoint,0,15,0.001286858110082445
external_lung,seed42_main,source_disjoint,0,16,0.0006477198103711501
external_lung,seed42_main,source_disjoint,0,17,0.0015181905149099784
external_lung,seed42_main,source_disjoint,0,18,0.0004270422826205822
external_lung,seed42_main,source_disjoint,0,19,0.00038601880774125075
external_lung,seed42_main,source_disjoint,0,20,0.0022639043994195918
external_lung,seed42_main,source_disjoint,0,21,7.070213467152975e-05
external_lung,seed42_main,source_disjoint,0,22,0.0004462979070103401
external_lung,seed42_main,source_disjoint,0,23,0.0011288976297176845
external_lung,seed42_main,source_disjoint,0,24,0.001151676751441233
external_lung,seed42_main,source_disjoint,0,25,-1.0444111543495005e-05
external_lung,seed42_main,source_disjoint,0,26,0.0026863568908408464
external_lung,seed42_main,source_disjoint,0,27,-0.00031449867264454756
external_lung,seed42_main,source_disjoint,0,28,0.0003116640258853387
external_lung,seed42_main,source_disjoint,0,29,0.0022510764656977766
external_lung,seed42_main,source_disjoint,0,30,0.00027193999660246604
external_lung,seed42_main,source_disjoint,0,31,0.0007089992547726354
external_lung,seed42_main,source_disjoint,0,32,0.0004401624824970085
external_lung,seed42_main,source_disjoint,0,33,0.0030467818768658006
external_lung,seed42_main,source_disjoint,0,34,-0.00034919797400334573
external_lung,seed42_main,source_disjoint,0,35,0.004232211036520606
external_lung,seed42_main,source_disjoint,0,36,0.00636008177710079
external_lung,seed42_main,source_disjoint,0,37,0.0030880650843553292
external_lung,seed42_main,source_disjoint,0,38,0.002035365946307044
external_lung,seed42_main,source_disjoint,0,39,-0.0008515124381145434
external_lung,seed42_main,source_disjoint,0,40,-0.001438703721410195
external_lung,seed42_main,source_disjoint,0,41,0.0027352972937173536
external_lung,seed42_main,source_disjoint,0,42,0.002386092378628968
external_lung,seed42_main,source_disjoint,0,43,0.0023770886443035266
external_lung,seed42_main,source_disjoint,0,44,-0.003527577161565598
external_lung,seed42_main,source_disjoint,0,45,0.0011104566273134608
external_lung,seed42_main,source_disjoint,0,46,0.0014969016454079442
external_lung,seed42_main,source_disjoint,0,47,-0.00022364995027657208
external_lung,seed42_main,source_disjoint,0,48,0.0018459311693564961
external_lung,seed42_main,source_disjoint,0,49,0.0027889488579175836
external_lung,seed42_main,source_disjoint,0,50,0.0003308541746749327
external_lung,seed42_main,source_disjoint,0,51,0.0013902223581705453
external_lung,seed42_main,source_disjoint,0,52,0.001393525034549481
external_lung,seed42_main,source_disjoint,0,53,0.00045833290964769624
external_lung,seed42_main,source_disjoint,0,54,0.0014050068266979743
external_lung,seed42_main,source_disjoint,0,55,0.000465579299633867
external_lung,seed42_main,source_disjoint,0,56,0.0023003198976563333
external_lung,seed42_main,source_disjoint,0,57,0.0008538441251286777
external_lung,seed42_main,source_disjoint,0,58,0.003608915801443513
external_lung,seed42_main,source_disjoint,0,59,0.002714262037245452
external_lung,seed42_main,source_disjoint,0,60,0.0029037412703837306
external_lung,seed42_main,source_disjoint,0,61,0.0006846493072759641
external_lung,seed42_main,source_disjoint,0,62,0.0022929306337113875
external_lung,seed42_main,source_disjoint,0,63,0.0029954103261101706
external_lung,seed42_main,source_disjoint,0,64,0.004723022310844871
external_lung,seed42_main,source_disjoint,0,65,0.0008204908675799594
external_lung,seed42_main,source_disjoint,0,66,0.0012492608773826408
external_lung,seed42_main,source_disjoint,0,67,0.004586537881873354
